,uuid,source_id,document_id,genre,subgenre,feast_day,feast_time,initial_text,initial_folio,initial_line,ending_folio,ending_line,bibliographical_reference,cm_volume,editorial_comment,melody_number,melodyname_standardized,melodyname_diplomatic,editor,related_chant,liturgical_play_id,completeness,layer_of_addendum,condition_of_transmission,iiif_urls,volpiano
529,5163b228-30bc-47b0-9ac0-fb822805bfa5,Pro 12,Pro 12-261v-9,Sequenz,Textiert,Purificatio Mariae,Messe,Claris vocibus inclita,261v,9,263,5,"AH 53, 101",CM III,,,Eia turma,,mashapushkin@yahoo.com,,,,,,,g--g--g--f--e--f--g--g--h--g--k--j---k--j--h--g--f--g--g--g--g--g--f--e---f--g--g--h--g--k--j--k--j--h--g--f--g--g---g--l--k--l--k--j--h--g--j--h--k--h--k--l---kj--h--g--f--g--g--g--l--k--l--k--j--h--g--j---h--k--h--k--l--kj--h--g--f--g--g--l---k--l--k--l--k--l--l--g--h--k--j--h--k--g--h---g--f--g--g--l--k--l--k--l--k--l---l--g--h--k--j--h--k--g--h--g--f---g--g--g--g--l--l--m--l--k--l--l--k--n---m--l--k--l--l--l--k--l--l--m--l--k--l--l---k--n--m--l--k--l--l--l--m--l--k--h--k--j--k---l--l--l--k--n--m--k--l--l--l--m--l--k--h--k--j---k--l--l--l--k--n--m--k--l--l--o--n--m--n---o--o--l--o--n--m--n--o--o--l--k--m--o--n--m---n--l--m--l--k--l--l--o--n--m--n--o--nm--l---o--n--m--n--o--o--l--k--m--o--n--m--n--l--m--l--k--l---l--m--l--k--l--k--h--k--l--m--n--m--l--k--l---l--m--l--k--l--k--h--k--l--m--n--m--l--k--l--l--l---n--m--n--o--o--o--o--n--l--n--n--n--m--n--o--m--n---m--l--k--l--l--l--n--m--n--o--o--o--o--n--l--n--n--n---m--n--o--m--n--m--l--k--l--l--n--m--o--l---n--m--o--n--l--k--l--l--n--m--o--l--n--m--o---m--l--k--l--l--o--n--m--l--o--n--m--k--m--l---n--m--l--k--l--l--o--n--m--l--o--n--m--k---m--l--n--m--l--k--l--l--l--m--k--l---k--j--h--g--f--g--h--hkj--g--
530,96b79905-af5f-4d09-82bc-b4d17788de72,Pro 12,Pro 12-144v-7,Antiphon,Offertorium,Pascha,Messe,Terra tremuit ... dum resurgeret,144v,7,144v,10,AMS 80,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,dfe---ff-fdf--efg--gfh--h--hj-khg--fhg--g-dgf--egfe-fgfd--d-fffe--ef--gh---gf--fh-kk-kh--dh--h--hjkh--hg--gjhgh--ef-hge-fd--d--dff-ffef-hjhg-ffe--ghgf-ge-fd---df-hg-df-hgf-ge-fd-hgfg--fe--egf-gf-fe--
531,fa947113-a88b-4e2a-bb2b-e111d6e657a4,Pro 12,Pro 12-253-4,Sequenz,Textiert,Dominica I adventus,Messe,Salus aeterna indeficiens,253,4,253v,6,"AH 53, 1",CM III,,,Aurea,,mashapushkin@yahoo.com,,,,,,,j--l--m--jh--g--h--k--j--h--g--j--g--h--g--j---l--m--jh--g--h--k--j--h--g--j--g--h--g--e--g---h--j--j--h--k--m--l--l--j--l--j--kj--h--g---j--j--e--g--h--j--jh--h--k--m--l--l--j---l--j--k--h--g--j--j--m--n--m--l--m--l--j--k---j--h--g--h--j--k--h--j--m--n--m--l--m--l---j--k--j--h--g--h--j--k--h--j--g--h--kj--h---h--g--j--k--l--k--h--k--h--g--j--g--h--k--h--h--g--j---k--l--k--h--k--h--g--j--g--h--k--h--h--g--j-----j--l--l--m--l--m--l--j--g--j--l--l--m--l--m--l--j---l--m--l--k--m--l--lk--j--l--j--k--h--g--j--j---l--m--l--k--m--l--l--j--l--j--k--h--k---l--m--j--l--j--k--h--g--h--j--h--hh--g--
532,95ad0066-d94f-43d9-b15c-ae3b1dc96aa3,Pro 12,Pro 12-187v-4-a,Sequenz,Textiert,Petrus et Paulus,Messe,Laude iucunda*,187v,4,187v,4,"AH 53, 211",CM III,,,In omnem terram,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,cd--d--e--e--d--
533,47ee32e8-5b3c-41fd-bb4d-719ee8773f63,Pro 12,Pro 12-304v-3,Sequenz,Textiert,Dionysius,Messe,Gaude prole Graecia,304v,3,306,10,"AH 55, 113",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,cd--d--c--d--e--f--g--e--d--f--c---f--e--d--f--g--h--g--f--e--d--h--g--f--e--g--g--h--h--g--f---d--e--d--c--e--gf--ed--e--c--d--d--h--g--f--e--g---g--h--h--g--f--d--e--d--c--e--gf--ed--e--c--d--d---h--g--h--j--k--jhg--h--h--hj--g--fed--e--f--edc--e--g---hgh--g--fe--fgfe--d--h--h--g--k--j--hg--gh--h--hj--g---fed--e--f--edc--e--g--hgh--g--fe--fgfe--d--h--h--g---k--j--hg--gh--h--hj--g--fed--e--f--edc--e--g--hgh--g--fe--fgfe--d---h--h--g--k--j--hg--gh--h--hj--g--fe--g---g--h--j--k--l--h--k--jhg--g--j--lk--jh--j--g---h--h--h--h--g--k--j--hg--gh--h--hj--g--fe---g--g--h--j--k--l--h--k--jhg--g--j--lk--jh---j--g--h--h--h--h--g--k--j--hg--gh---h--hk--g--fe--g--g--h--j--k--l--h--k--jhg--g---j--lk--jh--j--g--h--h--h--h--g--k--j--hg--gh---h--hj--g--fe--g--g--h--j--k--l--h--k--jhg--g--j---lk--jh--j--g--h--h--h--g--h--h--h--g--h---h--d--f--h--g--fe--dc--de--ed--f--dec--gf--gh---fe--fgfe--d--h--g--h--h--h--g--h--h--d--f--h--g--fe--dc---de--ed--g--dec--gf--gh--fe--fgfe--d--h--g--h--h--d--f---gfg--d--h--g--h--h--d--e--f--edc--e--g--hgh--g--fe--fgfe--d---h--gf--gf--ed--fe--dc--f--g--h--f--g--d--f--edc--d--c---f--g--hgh--d--f--edc--d--d--e--f--g--g--f--e--e---e--g--h--h--d--e--f--edc--e--g--h--kj--h---h--d--hgfe--f--g--d--e--c--fe--fgfe--d--d--e--f--g---g--f--e--e--e--g--h--h--d--e--f--edc--e---g--h--kj--h--h--d--hgfe--f--g--d--e--c--fe--fgfe---d--h--g--h--h--d--f--fef--d--h--g--h--h---d--f--gef--d--l--kjk--h--g--k--h--gf--ede--c--e--gfh--g---fe--fgfe--d--h--g--h--h--d--f--fef--d--h--g--h--h---d--f--gef--d--l--kjk--h--g--k--h--gf--ede--c--g--gfh--g---fe--fgfe--d--h--g--h--h--d--f--gef--d--h---g--h--h--d--f--gef--d--l--kjk--h--g--k--h--gf--ede---c--g--gfh--g--fe--fgfe--d--h--g--h--h--d--f--gef---e--h--g--h--h--d--f--gef--d--l---kjk--h--g--k--h--gf--ede--c--g--gfh--g--fe--fgfe--d---d--c--feg--ed--f--edc--d--d--c--feg--ed--f--edc--d---ded--cd--
534,5f773fa7-a5ec-4beb-9545-c06fe77cc491,Pro 12,Pro 12-200-1-b,Sequenz,Textiert,Decollatio Iohannis Baptistae,Messe,Organicis ... qui in suis*,200,1,200,1,"AH 53, 242",CM III,,,Iustus ut palma maior,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,dh--h--g---e--
535,d33b4a13-925b-47f7-a7df-81c0d24377c0,Pro 12,Pro 12-160-6-a,Sequenz,Textiert,Inventio crucis,Messe,Alte vox psallat*,160,6,160,6,"AH 7, 94",CM III,,,–,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,e--gg--g--h--g--
536,2af802c9-703c-4ef5-a30e-1c45f6966235,Pro 12,Pro 12-2v-8-a,Sequenz,Textiert,Nicolaus,Messe,Congaudentes exsultemus vocali*,2v,8,2v,8,"AH 54, 66",CM III,,,–,,mashapushkin@yahoo.com,,,Nur Incipit ohne Notation,,,,-
537,e13d160e-7a79-4604-ba01-cddc1bddd4d9,Pro 12,Pro 12-36v-8,Antiphon,Introitus,Marcellus,Messe,Statuit ei dominus,36v,8,36v,11,AMS 22,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,-dhj--h--h--h--h--hkkh--jh-jg--hg--hjg--f--efg---ghfef--dfd--d--d--fgh--g--g--hjg--f--fgh--h--h--kk--klk--h--kk--k---k--klkj--k--h--hkh--h--de-fg-fgh--hg-hf-gfe--de-fef--ed--f--gh--h--hk--h--h--h---hg--gh--h--h--hkh--g--f--fgh--h----h--hkh--g--f--fgh--h--
538,2de03b37-d0b8-4c3d-83a6-59286ad5b1b0,Pro 12,Pro 12-259v-9,Sequenz,Textlos,Sancti,Messe,Alleluia,259v,9,259v,9,"AH 53, 231",CM III,,,Mirabilis (B),,mashapushkin@yahoo.com,,,,,,,defe----defeddc-----fghgf----gh--h-gjhgf-egh-hgfed-ed-cdd--
539,03d0194f-ac73-4a01-a24a-574f185d854,Pro 12,Pro 12-300v-1,Sequenz,Textiert,Anna,Messe,Mater matris domini,300v,1,301v,6,"AH 39, 113",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,d--e--c--d--e--f--g--e--d--e--c--f--e--d---f--g--h--g--fe--fgfe--d--h--g--f--e--g--g--h--h--g--f---d--e--d--c--e--gf--ed--e--c--d--d--h--g--f--e--g--g--h---h--g--f--d--e--d--c--e--gf--ed--e--c--d--d--h---g--h--j--k--jhg--h--h--hk--g--fed--e--f--edc--e--g---hgh--g--fe--fgfe--d--h--g--h--j--k--jhg--h--h--hk--g--fed---e--f--edc--e--g--hgh--g--fe--fgfe--d--h--h--g--k--j---hg--gh--h--hj--g--fe--g--g--h--j--k--l--h--k--jhg--g---j--lk--jh--j--g--h--h--h--h--g--k--j--hg--gh---h--hk--g--fe--g--g--h--j--k--l--h--k--jhg--g---j--lk--jh--j--g--h--h--h--g--h--h--h--g--h--h--d--f---h--g--fe--dc--de--ed--f--dec--gf--gh--fe--fgfe--d--h--g--h--h---h--g--h--h--d--f--h--g--fe--dc--de---ed--f--dec--gf--gh--fe--fgfe--d--h--g--h--h--d--f--fef--d---h--g--h--h--d--e--f--edc--e--g--hgh--g--fe--fgfe--d--h---g--h--h--d--f--fef--d--h--g--h--h--d--e--f--edc--e--g---hgh--g--fe--fgfe--d--d--e--f--g--g--f--e--e--e--g---h--h--d--e--f--edc--e--g--h--kj--h--h--d--hgfe--f---g--d--e--c--fe--fgfe--d--d--e--f--g--g--f--e--e---e--g--h--h--d--e--f--edc--e--g--h--kjh--h--d--hgfe---g--d--e--c--fe--fgfe--d--h--g--h--h--d--f--fef--d---h--g--h--h--d--f--fef--d--l--kjk--h--g--k--h--gf--ede---d--g--gfh--g--fe--fgfe--d--h--g--h--h--d--f--fef---d--h--g--h--h--d--f--fef--d--l--kjk--h--g---k--h--gf--ede--d--g--gfh--g--fe--fgfe--d--f--e--g--d--f---edc--d--d--f--e--fg--d--f--edc--d--
540,24fbb9c5-0f5a-454f-92bf-efc7716863f4,Pro 12,Pro 12-18-6,Tropus,Communio-Tropus,Nativitas domini,3. Messe,Radix Iesse,18,6,18v,2,Nat III com 10 8 A 1 B (CT I),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pro 12 18v-1-,,,,,,h--h--gf--g--hkj--h--g--ge--f--ed--d---d--dh--h--h--hg--g--gf--f--g--gh--f--fe--d--cf--fg-gf---h--h--h--hg--g--gf--f--f---gjhg--hg--d--dgf--f--fe--d--c---dfed--ed--dd--c--d--fg--ef--d--d--f--gh--hg--fg--gfed--d--fed--ed---cd--d--fg--gff--df---hj--h--g--h--g--fe--f--dc--c--c---d--fgf--g--f--gjg--h--f--hg--h-fh-jk-hgff--f--
541,4b52baa7-5874-4645-842a-3a3a1289679b,Pro 12,Pro 12-274v-4,Sequenz,Textiert,Apostoli,Messe,Convenite melico,274v,4,275v,5,"AH 34, 243",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,g--g--h--g--h--g--f--h--k--j--h--k--g--k--l--k--j---g--h--g--f--h--h--g--k--g--h--f--g--g--k--l--k--j---g--h--g--f--h--h--g--k--g--h--f--g--g--g--e--f--g--g---k--j--g--h--g--f--g--g--g--e--f--g--g--k--j--g---h--g--f--g--g--g--e--f--d--e--d--ed--c--g---hk--k--j--h--j--h--g--f--g--g--g--e--f--d--e---d--ed--c--g--hk--j--h--h--j--h--g--f--g--g--l---g--h--g--f--h--f--g--f--h--g--k--j--k---h--g--f--g--g--l--g--h--g--f--h--f--g--f--h--g--k---j--k--h--g--f--g--g--k--j--k--h--h--g--l--m--n--m---l--k--j--k--h--g--f--g--g--k--j--k--h--h--g--l---m--n--m--l--k--j--k--h--g--f--g--g--g--l--m---lk--k--j--h--k--ml--l--g--l--m--lk--k--j--h--k--j---k--h--g--f--g--g--g--l--m--l--k--j--h--k---m--l--g--l--m--l--k--j--h--k--j--k--h--g---f--g--g--k--l--n--m--n--o--n--m--l--k--l--n--m---n--o--n--m--l--g--h--f--g--g--l--k--l--n--o---n--m--n--l--m--k--l--l--l--k--l--n--o--n--m--n---l--m--k--l--l--l--k--h--k--j--k--hg--f--g--g--f----gj--h--k--l--g--j--h--g--f--g--g--f---gj---h--k--l--g--j--h--g--f--g--g--l--k--h--jh--g---h--j--hh--g--
542,399922f4-c034-4164-bf46-897ec82a3543,Pro 12,Pro 12-270-2,Sequenz,Textiert,Pentecoste,Komplet,Alma chorus domini,270,2,270v,5,"AH 53, 87",CM III,,,Tuba (A),,mashapushkin@yahoo.com,,,,,,,g--g--g--h--g--f--h--h--k--h--j---h--g--fg--g--k--h--k---j--g--h--g--f--h---h--g--k--h--g--f--g--k--h--k--j--g--h--g--f--h---h--g--k--h--g--f--g--g--g--f--e--f--d---g--f--h--k--j--g--h--g--f--h--g--g--f--e---f--d--g--f--h--k--j--g--h--g--f--h--g--k---j--k--l--k--j--k--h--g--f--h--k--j--g--h--g--k--j---k--l--k--j--k--h--g--f--h--k--j--g--h--g---l--l--m--l--k--k--m--l--j--k--h---f--g--g--l--l--m--l--k--k--m--l--j--k--h---f--g--g--g--f--h--k--h--k--h--j--h--g--h--g---f--hg--g--g--f--h--k--h--k--h--j--g--h---g--f--h--g--g--g--g--h--g--h--g--f--g--f---h--k--h--gf--h--g--ghg--fg--
543,e5e38f7e-e976-4e6d-962b-1578292c7651,Pro 12,Pro 12-263-7,Sequenz,Textiert,Pascha,Messe,Fulgens praeclara,263,7,265,8,"AH 53, 35",CM III,,,Fulgens praeclara,,mashapushkin@yahoo.com,,,,,,,gh--hkjh--klmlk--ll--k--l--m--l--k--l--k---l--m--k---h--j--h--g--k--k--g--k--k--l--k--l---m--l--k---j--k--k--l--n--m--k--l--k--l---n--k---h--j--h--g--k--k--g--k--k--l--k--l---m--l--k---j--k--k--k--o--n--ml--k--l--k--l--k--l--n---l--l--k--m--m--k--o--n--m--k--l--k--l--k---l--n--l--l--k--m--m--l--k--l--n--l--l--k--l---n--l--m--m--l--k--l--n--l--l--k--l--n--l---m--m--m--mm--l--l--k--l--m--m--m--l---lm--lk--kl--l--l--l--m--l--k--l--l--k--m--o--m---n--m--l--m--l--l--k--m--m--m--m--l--l--k--l---m--m--m--l--m--l--kl--l--l--l--m--ll--k--l--l--k---m--o--m--n--m--l--m--l--l--k--m--m--l---llk--k--l--llk--k--l--nm--l--nop--o--n--o--o--n---l--n--m--l--k--kl--l--l--ll--k--l--ll--k---l--nm--l--nop--p--o--n--o--n--l--n--m--l---k--l--l--l--n--m--l--m--l--n--n--o--n--o---q--o--p--p--n--m--l--m--l--k--l--l--l---n--m--l--m--l--n--n--o--n--o--q--o--p--p---n--m--l--n--m--l--k--l--l--l--kj--h--kj---k--l--l--l--m--k--m--n--m--l--l--kj---h--k--j--k--l--l--m--k--m--n--m--l---l--n--m--n--o--o--o--n---p--q--p--no--o--o--op---n--nl--nm--no--o--o--ok--nl--no--o--o--n--l--n---m--l--kl--l--l--n--m--n--o--o--o--n--p--q--p-----o--o--op--n--nl--nm--no--o--om--nm--no--o--o--nm---l--nm--k--l--l--m--n--m--l--m--l--k--m--n--m---l--k--l--l--m--n--m--l--m--l--k--m---n--m--l--k--l--l--n--m--l--k--l--nm--n--o--o---o--n--o--n--l--m--n--ml--k--l--l--n---m--l--k--l--nm--n--o--o--o--n--o--n--l--n---m--l--k--l--l--n--np--o--p--n--m--l--m--n---o--n--l--m--l--k--l--l--n--np--o--p--n--m---l--m--n--o--n--l--m--l--k--l--l--n---n--o--n--o--p--p--p---q--o--p--o--o--n--o--n--o---r--o--p--p--q--o--p--o--o--n--o--n--o--r--o---p--p--p--p--o--o--n--o--p--p--p--r--r--s---s--r--r--p--q--o--n--o--p--p--p--r--r--s--s---s--r--p--q--o--n--o--p--p--p--ppo--o--qrs--r---q--rq--p--q--o--p--o--n--o--p--p--p--o--q---qrs--r--q--rq--p--q--o--n--o--p--p--p--o---q--rs--rq--rrq--p--
544,6bfea9ae-1f09-486c-947b-274b84cad1a0,Pro 12,Pro 12-223v-10-a,Sequenz,Textiert,Dominica XV post Pentecosten,Messe,Regnantem sempiterna*,223v,10,223v,10,"AH 53, 2",CM III,,,Laetatus sum,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,h--h--g--
545,213c8a19-d668-4523-8073-68d9ac4c2c1d,Pro 12,Pro 12-28v-2-a,Sequenz,Textiert,Octava Iohannis Evangelistae,Messe,Organicis ... qui in suis*,28v,2,28v,2,"AH 53, 242",CM III,,,Iustus ut palma maior,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,dh--h--g--e--
546,5e87540b-847b-4ea7-91f3-f3708372c598,Pro 12,Pro 12-274v-3,Sequenz,Textlos,Apostoli,Messe,Alleluia,274v,3,274v,3,"AH 34, 243",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,g--ghghgf--hkjh-kj--g--klkjg-fhhf-jgh-fgg-ge-fgg--
547,90d1fc6d-377d-4a32-8897-3138032945e7,Pro 12,Pro 12-266-5,Sequenz,Textlos,Feria III post Pascha,Messe,Alleluia,266,5,266,5,"AH 53, 39",CM III,,,Concordia,,mashapushkin@yahoo.com,,,,,,,g--g--gh--hghgf-hkj-lkhg--khghf-hkj-lkhg--
548,2d3caf24-4a74-4df7-b2ba-af165f1ae0de,Pro 12,Pro 12-268-10,Sequenz,Textlos,Ascensio domini,Messe,Alleluia,268,10,268,10,"AH 53, 66",CM III,,,Occidentana,,mashapushkin@yahoo.com,,,,,,,f--ghgk--jkhg--fgg--kj-lkh-kj-khg-fgg--kj-lkh-kj-khg-fgg--
549,00df9c79-bc58-4fde-8494-f1aa98df2f3,Pro 12,Pro 12-298v-8,Sequenz,Textiert,Augustinus,Messe,Interni festi,298v,8,300,10,"AH 55, 74",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,--d--ed--c--e--g--g--f--e--d--e--f--e--d--c---d--d--d--e--c--e--g--g--f--e--d--e--f--e---d--c--d--d--d--d--h--h---jh--g--hg--f--g--h--d---d--c--f--e--d--d--d--h--h---jh--g--hg--f--g---h--d--d--c--f--e--d--d--d--d--c--d--f--e--d--f---gf--e--d--e--c--d--d--d--d--d--cd--d--f--e--d---f--gf--e--d--e--c--d--d--h--g--h--kj--g--fe--g--h--h---j--h--g--f--g--fd--e--c--f--g--h--g--f---e--d--e--f--d--e--d--c--d--d--h--f---h--kj--g--fe--g--h--h---j--h--hg--f--g--fd---e--c--e--g--h--g--f--e--d--e--f--d---e--d--c--d--d--h--k--l--k--j--h--k--g--h--k---l--k--l--k--j--h--h--h--gf--e--g--h--h---d--e--c--e--g--h--d--e--d--h--k--l--k--j---h--k--g--h--k--l--k--l--k--j--h--h--h---gf--e--g--h--h--d--e--c--e--g--h--d--e--d--h---h--h--g--l--k--j--h--l--l--m--l--k--g--h--h--hh---m----n--m--l--m--k--l--k--l--k--l--n--l--m---m--n--l--l--k--l--m--m--h--k--l--k--j---g--h--h--h--m--m--n--m--l--m--k--l--k--l--k---l--n--l--m--m--m--l--l--k--l--m--m--h--k--l---k--j--g--h--h--k--h--j--k--l--k--j--g---h--k--l--k--h--k--j--g--k--h--j--k--l--k--j--g---h--k--l--k--h--k--j--g--h--d--e--g--h--k--j--g---h--j--k--j--h--g--h--h--h--d--e--g--h--k---j--g--h--j--k--j--h--g--h--h--d--h--h--g---h--k--j--h--h--h--g--e--g--f--e--d--d---h--h--g--h--k--j--h--h--h--g--e--g---f--e--d--c--d--f--g--f--g--h--h--f--e--g--fe---d--c--d--d--c--d--f--g--f--g--h--h--f---e--g--fe--d--c--d--d--f--d--e--f--g--f--e--c---d--f--d--f--g--f--e--d--f--d--e--f--g--f---e--c--d--e--d--e--g--f--e--d--ded--de--
550,6d611e79-7aff-43d3-abbd-f2107610ce4f,Pro 12,Pro 12-20-5,Tropus,Offertorium-Tropus,Stephanus,Messe,Almo dei Stephano,20,5,20,8,"Steph off 27 A (CT I) 40^CM (CT X B, S. 517) B",II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pro 12 20-8-,,Teilweise ohne Notation,,,,hg--g--fe--fg--fe--de---e--eddc--c--d--ef-gh--g--gffe--de--e--edd--cd--d--hg-hjh-gfe--de--e---efg-fh-hg--fe--cd--d--c--eg--ghff--d----------
551,ef16c030-ef8c-47dc-9634-bca5075fe524,Pro 12,Pro 12-1-5,Antiphon,Introitus,Dominica I adventus,Messe,Ad te levavi,1,5,1v,3,AMS 1,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,gf--f--gh--h--g--gkk--h--gh---fg--ghg-gf--h--kk--kklk--kl--g---h--f--fhkj--jh--kkk--hg--ghfg--ghg---g--k--h-kkk-hjh--h--klk--jh--kkk---g--g--g--ghkj--jh--hf--f--fh---hg--g--g--g--gj-hjh--g--fg--ghkj--k--klk---hjh--fh--h--hf-hg--ghg--g--g--hg---gk--k--k--k--k--kj--kl--l--kl--k--h--k--k--k--k--kkj--gh--kj--hg---gh-dfg----k--kkj--gh--kj--hg--gh-dfg--
552,8300689a-56fc-4893-9eac-c26501c88b33,Pro 12,Pro 12-21v-6,Tropus,Introitus-Tropus,Iohannes Evangelista,Messe,Caelica caelestem,21v,6,21v,9,Ioh ev intr 25 A 36 B 37 C (CT I),II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,Pro 12 21v-1-,,,,,,ffe--d--dc--f--gf--f--f--gh--hg-hgg--dc--f--gh--gg--f---df--fff--f--f--f--gh--h--hg--f--g--f--f--gh--hg-hg--dc--f--gh---gg--f--f--f--fg---f--e--d--f--f--f--ghg--gf--f---f--fe--dc--f--gh--gg--f--dcf--f--
553,59c00ac3-3db9-49d7-808f-4f3eb69f6807,Pro 12,Pro 12-18v-9,Antiphon,Introitus,Stephanus,Messe,Etenim sederunt,18v,9,19,3,AMS 12,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,ff--dcd--fdf--gfg--hgh--h--h--g--fh---hjh--g--f--e--gjh---g--f--fff--d--fe--f--ghg--d--d-fff--d--dfe-gh--fe--cd--d--d--d--dfe--fg---g--hg--fgf--hg--g--hkkh--h--f--f--hg--g--hjhg--g--f--f--f--hf-hjgf--g--hfh--hkgf---f--f--f--gfd--dfg--gf--fgfe--fe-ede--ed--f--gh--h--h--h--h--hk--h--h--hg--gh---gf--gh--h--h--h--hkh--g--f--ff-fe--d----h--hkh--g--f--ff-fe--d--
554,68108523-2da2-400d-a187-31fe2c3232e,Pro 12,Pro 12-25-5-a,Sequenz,Textiert,Innocentes,Messe,Mirabilis deus in sanctis*,25,5,25,5,"AH 53, 231",CM III,Querverweis: cclix (259),,Mirabilis (B),,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,h--g---j--h--g--f--
555,d71b8a02-1309-4337-ae5c-4f9e77d5bfb9,Pro 12,Pro 12-25v-9,Antiphon,Communio,Innocentes,Messe,Vox in Rama,25v,9,26,1,AMS 15,II-1,,,,,elaine.stratton_hild@uni-wuerzburg.de,,,,,,,ll--j--kl--l---lk--lm--ml--l--l--llk--j--k--l--k--j--j--l--l-kl-mml--jlkk--kj---l--k--jk--hkg--g--kjk--hk--kg--kjkh--k--kl--k--llk-lkjk-jkl--lk--gh--g--
556,f6b9fcf4-47e5-4426-aaef-3fc1df478d2d,Pro 12,Pro 12-218-4-a,Sequenz,Textiert,Dominica VII post Pentecosten,Messe,Magnus deus in universa*,218,4,218,4,"AH 7, 201; AH 53, 220",CM III,,,Quoniam deus minor,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,9--9--9--a--
557,9dd03da1-6f36-4c95-9fb9-85a1981f2ab4,Pro 12,Pro 12-231v-2-a,Sequenz,Textiert,Dominica XXIII post Pentecosten,Messe,Iubilemus omnes una*,231v,2,231v,2,"AH 53, 4",CM III,Korrigiert aus: Dominica XXVI post pentecosten,,Adducentur,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,f--f--ef--dg--
558,264a6ea7-0409-4939-b148-4e3d94239fd,Pro 12,Pro 12-295v-3,Sequenz,Textiert,Sanctus spiritus,Messe,Veni sancte spiritus et emitte,295v,3,296,8,"AH 54, 153",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,c--d--f--e--fed--c--d--f--g--h---j--hgf--g--h---c--de--f--ed--c--d--d--c--d--f--e--fed--c--d---f--g--h---j--hgf--g--h--c--de--f--ed--c--d--d---h--k--l--l--kj--k--l--kj--h--k--h--gf--e--d---f--g--h--g--fed--c--d--h--k--l--l--kj--k--l--k---h--k--h--gf--e--d--f--e--gh--g--fed--c--d--l--l---kj--k--lk--j--h--f--ed--c--d--f--g--f--g--hj--h---hg--fed--c--d--l--l--kj--k--lk--j--h--f--ed--c---d--f--g--f--g---hj--h--hg--fed--c--d--l--l---kj--k--lk--j--h--h---j--h--g--f--g--f---e--g--h--g--k--j--h--l--l--kj--k---lk--j--h--h--j--h--g--f--g--f--e--g---h--g--k--j--h--l--l--g--h--k--j--h--h---j--h---g--f--g--f--e--g--h--d--f--e--d--l--l---g--h--k--j--h--h--j--h--g--f--g--f--e--g--hg---d--f--e--d--ded--cd--
559,6379dfcc-67d5-4538-b385-185f8ce6640,Pro 12,Pro 12-155-8-b,Sequenz,Textiert,Pascha annotinum,Messe,Dic nobis quibus*,155,8,155,8,"AH 53, 37",CM III,,,Romana,,mashapushkin@yahoo.com,,,Nur Incipit ohne Notation,,,,--
560,0cee1d0f-f496-40b6-8441-552137dfc765,Pro 12,Pro 12-23-4-b,Sequenz,Textiert,Octava Iohannis Evangelistae,Messe,Organicis ... qui in suis*,23,4,23,4,"AH 53, 242",CM III,Querverweis: cclviii (258),,Iustus ut palma maior,,mashapushkin@yahoo.com,,,Nur Incipit mit Notation,,,,dh--h--g--e--
561,40e9db9f-fb2c-4068-ae04-471bcc58486e,Pro 12,Pro 12-254v-7,Sequenz,Textiert,Dominica IV adventus,Messe,Sonent regi,254v,7,255,10,"AH 50, 212",CM III,,,–,,mashapushkin@yahoo.com,,,,,,,cd--d--f--d--d--c--d--e--f--d--e--c--d---e--f--g--e--f--d--e--c--d--e--g--f--e--d--c---d--d--c--d--e--f--g--e--f--d--e--c--d---e--f--g--fe--d--c--d--d--c--d--e--f--g--e---f--d--e--cd--d--f--d--e--cd--d--e--f--g--e---f--d--e--c--d--f--d--e--g--g--h--k--g--h--e---g--g--g--e--f--e--c--d--g--g--h--k--g--h--e---g--g--g--e--f--e--c--d--d--g--h--g--g--e--g--e---g--f--e--c--c--d--e--f--g--h--g--f--g--g--c--g--h--g---gf--e--g--e--g--f--e--c--c--d--e--f--g--h--g---f--g--g--k--m--l--k--h--k--j--g--f--g--k--m---l--k--h--k--j--g--f--g--g--h--k--kj--g---h--j--hg--g--g--h--k--k--g--h--j--hh--g--h--j---h--hg--g--
